10, 0.5453537402881531, 0.4071542769524201
20, 0.5923352375253607, 0.4501996129285601
30, 0.5418267777393406, 0.41747618201707226
40, 0.5662366652019036, 0.4420842020625111
50, 0.5598485372626383, 0.39286816197163343
60, 0.5806066924090991, 0.3535906953261591
70, 0.5687278866406928, 0.36401544545939024
80, 0.5618415578223025, 0.39331694045270527
90, 0.5458211139886953, 0.3895771197771067
100, 0.5593957384743402, 0.38596819282515404
110, 0.5734477831787966, 0.41647577998634966
120, 0.5591130859441955, 0.38506128631132136
130, 0.5613020617199866, 0.3149209495404695
140, 0.5750401696810066, 0.43176229699785895
150, 0.5758444982563087, 0.3769552249969614
160, 0.5634842156193609, 0.3858372991015081
170, 0.5731788860724129, 0.3783015604401769
180, 0.5671921634135422, 0.3464382882840768
190, 0.5671340130293385, 0.3850706358630104
200, 0.5685137017680001, 0.37222435184232916
210, 0.5663986016632409, 0.34036107968622903
220, 0.5649951934804727, 0.35431996035790086
230, 0.5668838472673496, 0.3015978383836495
240, 0.5693460144419408, 0.4077900464672719
250, 0.568082126462036, 0.3490468132053068
260, 0.5629928202634991, 0.3421187954037604
270, 0.572962481634191, 0.3810129304299859
280, 0.5616025932985085, 0.3791617191955646
290, 0.5667242040226929, 0.3796665949867704
300, 0.5703473670104185, 0.3638471535289883
310, 0.5696990680909754, 0.37704872051385135
320, 0.5654521209458007, 0.3737576783193246
330, 0.5682347281447855, 0.3586955505483512
340, 0.5700685102149353, 0.34038912834129603
350, 0.5696721379352718, 0.34575577101078003
360, 0.5631040199955745, 0.3492805519975317
370, 0.5665394201104813, 0.3233168469571884
380, 0.5757537830008419, 0.3620894378114569
390, 0.5642689142029998, 0.3426517198500332
400, 0.5689077853716915, 0.3277391849060838
410, 0.5710028671198387, 0.34410090036182767
420, 0.5664241125828493, 0.3717755733612573
430, 0.5663841217650825, 0.2640500388006395
440, 0.5692907600080575, 0.3300391746215769
450, 0.5662008096711764, 0.375347102106454
460, 0.5698723704894003, 0.3281786138354666
470, 0.565342862979933, 0.3051132698187122
480, 0.5616708700692802, 0.3091335770449807
490, 0.5617550673139099, 0.3480277120712062
500, 0.5615885823274773, 0.28299223052254646
